episode,task_id,epsilon,steps,total_reward,mean_td_loss
976,easy_small_clinic,0.0572,20,1.895,0.001343
977,medium_busy_opd,0.0569,40,2.404,0.0083
978,hard_mass_casualty,0.0566,60,-2.2676,0.019794
979,easy_small_clinic,0.0563,20,1.895,0.001321
980,medium_busy_opd,0.056,40,2.8699,0.000277
981,hard_mass_casualty,0.0557,60,-1.21,0.023143
982,easy_small_clinic,0.0554,20,0.2825,0.005371
983,medium_busy_opd,0.0551,40,2.8349,0.043154
984,hard_mass_casualty,0.0548,60,1.101,0.043511
985,easy_small_clinic,0.0545,20,1.895,0.001268
986,medium_busy_opd,0.0542,40,1.3399,0.006285
987,hard_mass_casualty,0.0539,60,2.1986,0.012192
988,easy_small_clinic,0.0536,20,1.6875,0.017222
989,medium_busy_opd,0.0533,40,2.8699,0.000519
990,hard_mass_casualty,0.053,60,0.9701,0.014761
991,easy_small_clinic,0.0527,20,1.895,0.001294
992,medium_busy_opd,0.0524,40,2.5299,0.003769
993,hard_mass_casualty,0.0521,60,-2.5195,0.013835
994,easy_small_clinic,0.0518,20,1.525,0.005011
995,medium_busy_opd,0.0515,40,2.7849,0.004066
996,hard_mass_casualty,0.0512,60,2.2224,0.007302
997,easy_small_clinic,0.0509,20,1.895,0.001055
998,medium_busy_opd,0.0506,40,2.7849,0.002754
999,hard_mass_casualty,0.0503,60,0.9461,0.016803
1000,easy_small_clinic,0.05,20,1.4775,0.029739
