episode,task_id,epsilon,steps,total_reward,mean_td_loss
483,hard_mass_casualty,0.2053,60,-16.6388,0.082873
484,easy_small_clinic,0.205,20,1.2575,0.012188
485,medium_busy_opd,0.2047,40,0.2599,0.010341
486,hard_mass_casualty,0.2044,60,-5.4001,0.015858
487,easy_small_clinic,0.2041,20,1.8625,0.027388
488,medium_busy_opd,0.2038,40,-2.2181,0.100698
489,hard_mass_casualty,0.2035,60,-6.1797,0.031036
490,easy_small_clinic,0.2032,20,2.158,0.027291
491,medium_busy_opd,0.2029,40,0.1862,0.029641
492,hard_mass_casualty,0.2026,60,-12.2636,0.139385
493,easy_small_clinic,0.2023,20,-0.125,0.031063
494,medium_busy_opd,0.202,40,-0.8305,0.022608
495,hard_mass_casualty,0.2017,60,0.0599,0.03605
496,easy_small_clinic,0.2014,20,1.64,0.012747
497,medium_busy_opd,0.2011,40,-4.1227,0.065715
498,hard_mass_casualty,0.2008,60,-9.1006,0.046502
499,easy_small_clinic,0.2005,20,1.7425,0.026985
500,medium_busy_opd,0.2002,40,-8.4504,0.127503
501,hard_mass_casualty,0.1998,60,-2.7069,0.014542
502,easy_small_clinic,0.1995,20,1.015,0.007931
503,medium_busy_opd,0.1992,40,-5.6501,0.052809
504,hard_mass_casualty,0.1989,60,-3.239,0.03038
505,easy_small_clinic,0.1986,20,0.4575,0.009237
506,medium_busy_opd,0.1983,40,2.1095,0.00684
507,hard_mass_casualty,0.198,60,-10.5082,0.116605
508,easy_small_clinic,0.1977,20,0.8295,0.02505
509,medium_busy_opd,0.1974,40,0.0666,0.069729
510,hard_mass_casualty,0.1971,60,-0.3325,0.023677
511,easy_small_clinic,0.1968,20,1.93,0.038599
512,medium_busy_opd,0.1965,40,-3.3293,0.061386
513,hard_mass_casualty,0.1962,60,-1.165,0.016473
514,easy_small_clinic,0.1959,20,1.8875,0.019586
515,medium_busy_opd,0.1956,40,0.9013,0.014409
516,hard_mass_casualty,0.1953,60,-5.2773,0.016287
517,easy_small_clinic,0.195,20,1.5025,0.015655
518,medium_busy_opd,0.1947,40,1.2458,0.015191
519,hard_mass_casualty,0.1944,60,-4.7722,0.052824
520,easy_small_clinic,0.1941,20,2.2695,0.021167
521,medium_busy_opd,0.1938,40,-4.1844,0.130094
522,hard_mass_casualty,0.1935,60,-2.056,0.023834
523,easy_small_clinic,0.1932,20,1.7075,0.035939
524,medium_busy_opd,0.1929,40,0.1532,0.011418
525,hard_mass_casualty,0.1926,60,-2.7897,0.040786
526,easy_small_clinic,0.1923,20,2.1425,0.017182
527,medium_busy_opd,0.192,40,2.1577,0.030481
528,hard_mass_casualty,0.1917,60,2.001,0.009329
529,easy_small_clinic,0.1914,20,0.75,0.028405
530,medium_busy_opd,0.1911,40,1.5149,0.00583
531,hard_mass_casualty,0.1908,60,-10.9435,0.220799
532,easy_small_clinic,0.1905,20,1.8825,0.004051
533,medium_busy_opd,0.1902,40,-0.9085,0.014848
534,hard_mass_casualty,0.1899,60,-5.5777,0.024196
535,easy_small_clinic,0.1896,20,0.8125,0.014316
536,medium_busy_opd,0.1893,40,-2.0393,0.039724
537,hard_mass_casualty,0.189,60,-4.4664,0.042582
538,easy_small_clinic,0.1887,20,1.565,0.010103
539,medium_busy_opd,0.1884,40,-1.1242,0.05682
540,hard_mass_casualty,0.1881,60,-7.1416,0.070781
541,easy_small_clinic,0.1878,20,2.1225,0.025959
542,medium_busy_opd,0.1875,40,2.5299,0.003109
543,hard_mass_casualty,0.1872,60,-2.5977,0.025833
544,easy_small_clinic,0.1869,20,1.51,0.016854
545,medium_busy_opd,0.1866,40,1.7732,0.01306
546,hard_mass_casualty,0.1863,60,-2.3936,0.026577
547,easy_small_clinic,0.186,20,1.467,0.026527
548,medium_busy_opd,0.1857,40,0.6005,0.016462
549,hard_mass_casualty,0.1854,60,1.1633,0.014086
550,easy_small_clinic,0.1851,20,1.6825,0.022194
551,medium_busy_opd,0.1848,40,2.0427,0.030928
552,hard_mass_casualty,0.1845,60,-4.0671,0.093367
553,easy_small_clinic,0.1842,20,1.49,0.021815
554,medium_busy_opd,0.1839,40,2.0356,0.012609
555,hard_mass_casualty,0.1836,60,-4.2987,0.013233
556,easy_small_clinic,0.1833,20,1.47,0.01544
557,medium_busy_opd,0.183,40,-4.1635,0.040564
558,hard_mass_casualty,0.1827,60,0.0187,0.021752
559,easy_small_clinic,0.1824,20,1.6,0.039217
560,medium_busy_opd,0.1821,40,0.5949,0.009152
561,hard_mass_casualty,0.1818,60,-11.2534,0.081126
562,easy_small_clinic,0.1815,20,1.2,0.024682
563,medium_busy_opd,0.1812,40,1.3424,0.019386
564,hard_mass_casualty,0.1809,60,-6.058,0.026794
565,easy_small_clinic,0.1806,20,1.7025,0.006691
566,medium_busy_opd,0.1803,40,2.6999,0.002438
567,hard_mass_casualty,0.18,60,-2.6419,0.02239
568,easy_small_clinic,0.1797,20,0.817,0.023983
569,medium_busy_opd,0.1794,40,-3.9044,0.055491
570,hard_mass_casualty,0.1791,60,-8.006,0.068486
571,easy_small_clinic,0.1788,20,1.11,0.017763
572,medium_busy_opd,0.1785,40,2.6109,0.014256
573,hard_mass_casualty,0.1782,60,-3.5609,0.014977
574,easy_small_clinic,0.1779,20,2.0375,0.018461
575,medium_busy_opd,0.1776,40,-1.6139,0.02543
576,hard_mass_casualty,0.1773,60,-16.2932,0.257751
577,easy_small_clinic,0.177,20,-1.7925,0.046334
578,medium_busy_opd,0.1767,40,2.6425,0.045917
579,hard_mass_casualty,0.1764,60,0.1086,0.027119
580,easy_small_clinic,0.1761,20,1.04,0.031437
581,medium_busy_opd,0.1758,40,-0.7301,0.051696
582,hard_mass_casualty,0.1755,60,-8.437,0.036473
583,easy_small_clinic,0.1752,20,1.8225,0.037566
584,medium_busy_opd,0.1749,40,1.5599,0.011312
585,hard_mass_casualty,0.1746,60,-0.55,0.012291
586,easy_small_clinic,0.1743,20,1.8825,0.006442
587,medium_busy_opd,0.174,40,2.7512,0.010618
588,hard_mass_casualty,0.1737,60,-4.0202,0.037456
589,easy_small_clinic,0.1734,20,1.62,0.009467
590,medium_busy_opd,0.1731,40,1.6074,0.043802
591,hard_mass_casualty,0.1728,60,-7.9862,0.049314
592,easy_small_clinic,0.1725,20,1.655,0.024932
593,medium_busy_opd,0.1722,40,-0.1935,0.011419
594,hard_mass_casualty,0.1719,60,-6.1452,0.044042
595,easy_small_clinic,0.1716,20,2.1125,0.046972
596,medium_busy_opd,0.1713,40,-0.7537,0.025892
597,hard_mass_casualty,0.171,60,-8.6808,0.048635
598,easy_small_clinic,0.1707,20,1.8825,0.006358
599,medium_busy_opd,0.1704,40,2.072,0.026805
600,hard_mass_casualty,0.1701,60,-15.4726,0.140687
601,easy_small_clinic,0.1698,20,1.8825,0.00421
602,medium_busy_opd,0.1695,40,1.2599,0.007561
603,hard_mass_casualty,0.1692,60,-2.529,0.017848
604,easy_small_clinic,0.1689,20,1.4775,0.016706
605,medium_busy_opd,0.1686,40,3.3273,0.011126
606,hard_mass_casualty,0.1683,60,0.7178,0.019553
607,easy_small_clinic,0.168,20,1.8825,0.005405
608,medium_busy_opd,0.1677,40,-17.4178,0.413734
609,hard_mass_casualty,0.1674,60,-5.3716,0.065223
610,easy_small_clinic,0.1671,20,2.0075,0.083064
611,medium_busy_opd,0.1668,40,3.3195,0.012294
612,hard_mass_casualty,0.1665,60,0.2277,0.019244
613,easy_small_clinic,0.1662,20,1.3375,0.014907
614,medium_busy_opd,0.1659,40,-1.9018,0.0222
615,hard_mass_casualty,0.1656,60,-3.6831,0.033933
616,easy_small_clinic,0.1653,20,1.8825,0.014703
617,medium_busy_opd,0.165,40,0.5099,0.007055
618,hard_mass_casualty,0.1647,60,-11.7435,0.068201
619,easy_small_clinic,0.1644,20,1.8825,0.003018
620,medium_busy_opd,0.1641,40,1.0849,0.007208
621,hard_mass_casualty,0.1638,60,-5.4249,0.02665
622,easy_small_clinic,0.1635,20,1.895,0.015662
623,medium_busy_opd,0.1632,40,0.254,0.009845
624,hard_mass_casualty,0.1629,60,-3.9539,0.023787
625,easy_small_clinic,0.1626,20,1.88,0.018524
626,medium_busy_opd,0.1623,40,2.1562,0.01485
627,hard_mass_casualty,0.162,60,-8.1145,0.037993
628,easy_small_clinic,0.1617,20,2.0325,0.014145
629,medium_busy_opd,0.1614,40,1.6711,0.019268
630,hard_mass_casualty,0.1611,60,-6.9348,0.036645
631,easy_small_clinic,0.1608,20,1.6275,0.027564
632,medium_busy_opd,0.1605,40,-0.7401,0.019022
633,hard_mass_casualty,0.1602,60,-11.2045,0.080504
634,easy_small_clinic,0.1599,20,2.175,0.011196
635,medium_busy_opd,0.1596,40,-1.7638,0.07094
636,hard_mass_casualty,0.1593,60,-13.1198,0.12094
637,easy_small_clinic,0.159,20,0.13,0.029174
638,medium_busy_opd,0.1587,40,-5.3165,0.118382
639,hard_mass_casualty,0.1584,60,-8.2753,0.036355
640,easy_small_clinic,0.1581,20,2.22,0.048824
641,medium_busy_opd,0.1578,40,0.2144,0.016062
642,hard_mass_casualty,0.1575,60,-3.1251,0.008107
643,easy_small_clinic,0.1572,20,1.6975,0.018563
644,medium_busy_opd,0.1569,40,3.0378,0.011714
645,hard_mass_casualty,0.1566,60,-4.9284,0.045753
646,easy_small_clinic,0.1563,20,2.2375,0.018369
647,medium_busy_opd,0.156,40,2.6999,0.001814
648,hard_mass_casualty,0.1557,60,-13.284,0.049972
649,easy_small_clinic,0.1554,20,1.705,0.012657
650,medium_busy_opd,0.1551,40,2.6149,0.001614
651,hard_mass_casualty,0.1548,60,1.5848,0.010197
652,easy_small_clinic,0.1545,20,2.04,0.015091
653,medium_busy_opd,0.1542,40,0.6949,0.00647
654,hard_mass_casualty,0.1539,60,-14.1788,0.141443
655,easy_small_clinic,0.1536,20,1.995,0.036752
656,medium_busy_opd,0.1533,40,0.4899,0.005969
657,hard_mass_casualty,0.153,60,-7.6949,0.033158
658,easy_small_clinic,0.1527,20,2.1725,0.035688
659,medium_busy_opd,0.1524,40,-8.4881,0.280828
660,hard_mass_casualty,0.1521,60,-2.41,0.014994
661,easy_small_clinic,0.1518,20,2.1325,0.016751
662,medium_busy_opd,0.1515,40,-1.5039,0.03083
663,hard_mass_casualty,0.1512,60,-13.4127,0.082261
664,easy_small_clinic,0.1509,20,1.2775,0.008791
665,medium_busy_opd,0.1506,40,1.8639,0.024296
666,hard_mass_casualty,0.1503,60,-5.9193,0.085589
667,easy_small_clinic,0.15,20,1.295,0.030362
668,medium_busy_opd,0.1497,40,1.919,0.012724
669,hard_mass_casualty,0.1494,60,-7.9785,0.099896
670,easy_small_clinic,0.1491,20,-1.615,0.066911
671,medium_busy_opd,0.1488,40,1.3762,0.013991
672,hard_mass_casualty,0.1485,60,0.6785,0.022328
673,easy_small_clinic,0.1482,20,1.5375,0.017219
674,medium_busy_opd,0.1479,40,2.7828,0.00454
675,hard_mass_casualty,0.1476,60,-7.83,0.059354
676,easy_small_clinic,0.1473,20,0.9155,0.036489
677,medium_busy_opd,0.147,40,0.1699,0.055898
678,hard_mass_casualty,0.1467,60,-2.1214,0.0291
679,easy_small_clinic,0.1464,20,1.895,0.004201
680,medium_busy_opd,0.1461,40,1.7715,0.008433
681,hard_mass_casualty,0.1458,60,0.322,0.011073
682,easy_small_clinic,0.1455,20,1.895,0.003494
683,medium_busy_opd,0.1452,40,-1.1838,0.008821
684,hard_mass_casualty,0.1449,60,-9.5011,0.130036
685,easy_small_clinic,0.1446,20,1.7575,0.025202
686,medium_busy_opd,0.1443,40,-4.999,0.11649
687,hard_mass_casualty,0.144,60,-3.5652,0.102425
688,easy_small_clinic,0.1437,20,1.895,0.003092
689,medium_busy_opd,0.1434,40,2.1608,0.035519
690,hard_mass_casualty,0.1431,60,0.9976,0.024376
691,easy_small_clinic,0.1428,20,1.9225,0.010056
692,medium_busy_opd,0.1425,40,3.0506,0.039119
693,hard_mass_casualty,0.1422,60,-1.6073,0.015999
694,easy_small_clinic,0.1419,20,1.6025,0.010891
695,medium_busy_opd,0.1416,40,-0.1968,0.007894
696,hard_mass_casualty,0.1413,60,-1.8253,0.015653
697,easy_small_clinic,0.141,20,1.31,0.019621
698,medium_busy_opd,0.1407,40,-0.0251,0.010639
699,hard_mass_casualty,0.1404,60,-9.1228,0.099734
700,easy_small_clinic,0.1401,20,0.7875,0.017165
701,medium_busy_opd,0.1398,40,2.4899,0.00984
702,hard_mass_casualty,0.1395,60,-12.461,0.048283
703,easy_small_clinic,0.1392,20,2.1355,0.011784
704,medium_busy_opd,0.1389,40,1.1301,0.055234
705,hard_mass_casualty,0.1386,60,-6.7658,0.036598
706,easy_small_clinic,0.1383,20,1.895,0.029008
707,medium_busy_opd,0.138,40,-1.2773,0.01597
708,hard_mass_casualty,0.1377,60,1.5591,0.006818
709,easy_small_clinic,0.1374,20,2.1,0.039164
710,medium_busy_opd,0.1371,40,-2.8575,0.057067
711,hard_mass_casualty,0.1368,60,-3.571,0.045604
712,easy_small_clinic,0.1365,20,1.925,0.019732
713,medium_busy_opd,0.1362,40,2.7585,0.013651
714,hard_mass_casualty,0.1359,60,-2.8849,0.01621
715,easy_small_clinic,0.1356,20,1.54,0.035032
716,medium_busy_opd,0.1353,40,2.2032,0.007513
717,hard_mass_casualty,0.135,60,-1.0699,0.020087
718,easy_small_clinic,0.1347,20,1.895,0.003627
719,medium_busy_opd,0.1344,40,-0.7388,0.021353
720,hard_mass_casualty,0.1341,60,-2.9893,0.028879
721,easy_small_clinic,0.1338,20,1.87,0.015314
722,medium_busy_opd,0.1335,40,0.3849,0.018428
723,hard_mass_casualty,0.1332,60,-2.2064,0.017468
724,easy_small_clinic,0.1329,20,1.895,0.002837
725,medium_busy_opd,0.1326,40,-3.8198,0.143414
726,hard_mass_casualty,0.1323,60,-6.8266,0.071814
727,easy_small_clinic,0.132,20,1.895,0.002438
728,medium_busy_opd,0.1317,40,2.6149,0.001958
729,hard_mass_casualty,0.1314,60,-3.1371,0.047813
730,easy_small_clinic,0.1311,20,1.3575,0.010773
731,medium_busy_opd,0.1308,40,1.8699,0.017948
732,hard_mass_casualty,0.1305,60,-5.7368,0.023018
733,easy_small_clinic,0.1302,20,1.895,0.002217
734,medium_busy_opd,0.1299,40,-1.3951,0.020305
735,hard_mass_casualty,0.1296,60,0.9187,0.018819
736,easy_small_clinic,0.1293,20,1.91,0.010007
737,medium_busy_opd,0.129,40,0.9716,0.011468
738,hard_mass_casualty,0.1287,60,-2.853,0.024494
739,easy_small_clinic,0.1284,20,1.1775,0.024666
740,medium_busy_opd,0.1281,40,1.1289,0.023716
741,hard_mass_casualty,0.1278,60,0.633,0.020885
742,easy_small_clinic,0.1275,20,2.1105,0.011943
743,medium_busy_opd,0.1272,40,1.7862,0.010768
744,hard_mass_casualty,0.1269,60,-3.4337,0.018413
745,easy_small_clinic,0.1266,20,1.972,0.015002
746,medium_busy_opd,0.1263,40,3.2256,0.007468
747,hard_mass_casualty,0.126,60,-5.2151,0.014882
748,easy_small_clinic,0.1257,20,1.84,0.011041
749,medium_busy_opd,0.1254,40,2.5079,0.012952
750,hard_mass_casualty,0.1251,60,-10.5187,0.035324
751,easy_small_clinic,0.1248,20,1.3175,0.013302
752,medium_busy_opd,0.1245,40,-0.3551,0.011508
753,hard_mass_casualty,0.1242,60,-1.7022,0.029368
754,easy_small_clinic,0.1239,20,2.1675,0.008548
755,medium_busy_opd,0.1236,40,2.8699,0.000919
756,hard_mass_casualty,0.1233,60,0.1209,0.021808
757,easy_small_clinic,0.123,20,1.915,0.008221
758,medium_busy_opd,0.1227,40,0.1199,0.012844
759,hard_mass_casualty,0.1224,60,-3.573,0.024405
760,easy_small_clinic,0.1221,20,1.865,0.028899
761,medium_busy_opd,0.1218,40,1.1803,0.01087
762,hard_mass_casualty,0.1215,60,-7.5979,0.069153
763,easy_small_clinic,0.1212,20,1.44,0.023773
764,medium_busy_opd,0.1209,40,2.7849,0.001502
765,hard_mass_casualty,0.1206,60,-3.1374,0.017251
766,easy_small_clinic,0.1203,20,1.8975,0.023655
767,medium_busy_opd,0.12,40,1.7945,0.01062
768,hard_mass_casualty,0.1197,60,0.1843,0.008684
769,easy_small_clinic,0.1194,20,1.875,0.014884
770,medium_busy_opd,0.1191,40,0.1195,0.018067
771,hard_mass_casualty,0.1188,60,-3.2897,0.049511
772,easy_small_clinic,0.1185,20,2.0775,0.046034
773,medium_busy_opd,0.1182,40,1.9344,0.01871
774,hard_mass_casualty,0.1179,60,-1.7731,0.026415
775,easy_small_clinic,0.1176,20,1.565,0.010885
776,medium_busy_opd,0.1173,40,1.3914,0.013944
777,hard_mass_casualty,0.117,60,-3.8764,0.038446
778,easy_small_clinic,0.1167,20,1.895,0.003007
779,medium_busy_opd,0.1164,40,2.7677,0.014076
780,hard_mass_casualty,0.1161,60,-1.8786,0.013538
781,easy_small_clinic,0.1158,20,1.895,0.002505
782,medium_busy_opd,0.1155,40,0.4049,0.007262
783,hard_mass_casualty,0.1152,60,-10.46,0.084018
784,easy_small_clinic,0.1149,20,1.925,0.006625
785,medium_busy_opd,0.1146,40,1.7649,0.004892
786,hard_mass_casualty,0.1143,60,-0.3266,0.020169
787,easy_small_clinic,0.114,20,1.895,0.002042
788,medium_busy_opd,0.1137,40,-0.0401,0.010546
789,hard_mass_casualty,0.1134,60,2.0189,0.009602
790,easy_small_clinic,0.1131,20,1.895,0.001907
791,medium_busy_opd,0.1128,40,2.6999,0.00229
792,hard_mass_casualty,0.1125,60,-18.2444,0.411384
793,easy_small_clinic,0.1122,20,1.2375,0.021438
794,medium_busy_opd,0.1119,40,2.7849,0.001738
795,hard_mass_casualty,0.1116,60,-5.5129,0.093631
796,easy_small_clinic,0.1113,20,2.1125,0.030674
797,medium_busy_opd,0.111,40,0.4599,0.007729
798,hard_mass_casualty,0.1107,60,-2.4379,0.020824
799,easy_small_clinic,0.1104,20,1.55,0.017846
800,medium_busy_opd,0.1101,40,3.3544,0.009473
801,hard_mass_casualty,0.1098,60,-3.4168,0.046248
802,easy_small_clinic,0.1095,20,1.68,0.034789
803,medium_busy_opd,0.1092,40,1.4399,0.006177
804,hard_mass_casualty,0.1089,60,0.5479,0.01598
805,easy_small_clinic,0.1086,20,1.895,0.006739
806,medium_busy_opd,0.1083,40,2.3595,0.010863
807,hard_mass_casualty,0.108,60,-7.8051,0.094548
808,easy_small_clinic,0.1077,20,1.5375,0.022242
809,medium_busy_opd,0.1074,40,1.0411,0.020796
810,hard_mass_casualty,0.1071,60,-3.4356,0.025861
811,easy_small_clinic,0.1068,20,1.8925,0.019994
812,medium_busy_opd,0.1065,40,0.5082,0.023292
813,hard_mass_casualty,0.1062,60,-4.0104,0.01621
814,easy_small_clinic,0.1059,20,2.2075,0.031165
815,medium_busy_opd,0.1056,40,2.7849,0.001534
816,hard_mass_casualty,0.1053,60,-0.6125,0.023769
817,easy_small_clinic,0.105,20,1.9225,0.007752
818,medium_busy_opd,0.1047,40,3.3404,0.014079
819,hard_mass_casualty,0.1044,60,-3.9449,0.01773
820,easy_small_clinic,0.1041,20,2.1495,0.028459
821,medium_busy_opd,0.1038,40,2.6923,0.059647
822,hard_mass_casualty,0.1035,60,-3.2207,0.012892
823,easy_small_clinic,0.1032,20,2.213,0.035546
824,medium_busy_opd,0.1029,40,0.6123,0.019708
825,hard_mass_casualty,0.1026,60,0.9583,0.034617
826,easy_small_clinic,0.1023,20,-2.145,0.13482
827,medium_busy_opd,0.102,40,0.6599,0.007739
828,hard_mass_casualty,0.1017,60,-1.1957,0.024587
829,easy_small_clinic,0.1014,20,1.925,0.005755
830,medium_busy_opd,0.1011,40,2.1899,0.00595
831,hard_mass_casualty,0.1008,60,-0.6379,0.011551
832,easy_small_clinic,0.1005,20,1.895,0.002419
833,medium_busy_opd,0.1002,40,2.6999,0.003702
834,hard_mass_casualty,0.0998,60,-4.0163,0.018187
835,easy_small_clinic,0.0995,20,1.225,0.008504
836,medium_busy_opd,0.0992,40,1.3999,0.004424
837,hard_mass_casualty,0.0989,60,1.8537,0.008929
838,easy_small_clinic,0.0986,20,0.0475,0.030133
839,medium_busy_opd,0.0983,40,-3.8806,0.077175
840,hard_mass_casualty,0.098,60,-15.5413,0.19943
841,easy_small_clinic,0.0977,20,1.5375,0.013447
842,medium_busy_opd,0.0974,40,2.5299,0.006723
843,hard_mass_casualty,0.0971,60,1.7965,0.01762
844,easy_small_clinic,0.0968,20,1.895,0.002588
845,medium_busy_opd,0.0965,40,2.6999,0.005846
846,hard_mass_casualty,0.0962,60,-15.3193,0.197269
847,easy_small_clinic,0.0959,20,1.9625,0.064656
848,medium_busy_opd,0.0956,40,-0.6251,0.008953
849,hard_mass_casualty,0.0953,60,-15.7515,0.148604
850,easy_small_clinic,0.095,20,1.4555,0.031332
851,medium_busy_opd,0.0947,40,1.0249,0.117489
852,hard_mass_casualty,0.0944,60,1.1358,0.017164
853,easy_small_clinic,0.0941,20,1.895,0.002115
854,medium_busy_opd,0.0938,40,2.3849,0.011603
855,hard_mass_casualty,0.0935,60,-5.0793,0.078309
856,easy_small_clinic,0.0932,20,1.8125,0.014031
857,medium_busy_opd,0.0929,40,2.962,0.01644
858,hard_mass_casualty,0.0926,60,-0.9999,0.018271
859,easy_small_clinic,0.0923,20,1.9255,0.004897
860,medium_busy_opd,0.092,40,0.9149,0.005688
861,hard_mass_casualty,0.0917,60,-4.2688,0.014263
862,easy_small_clinic,0.0914,20,1.895,0.001824
863,medium_busy_opd,0.0911,40,-1.2455,0.010958
864,hard_mass_casualty,0.0908,60,0.2736,0.014488
865,easy_small_clinic,0.0905,20,1.5925,0.007778
866,medium_busy_opd,0.0902,40,-0.0505,0.066495
867,hard_mass_casualty,0.0899,60,-2.4396,0.020011
868,easy_small_clinic,0.0896,20,1.5925,0.006616
869,medium_busy_opd,0.0893,40,1.5099,0.006129
870,hard_mass_casualty,0.089,60,-3.5289,0.052821
871,easy_small_clinic,0.0887,20,1.895,0.036159
872,medium_busy_opd,0.0884,40,2.7432,0.012193
873,hard_mass_casualty,0.0881,60,0.1007,0.013186
874,easy_small_clinic,0.0878,20,1.925,0.027332
875,medium_busy_opd,0.0875,40,1.5949,0.006343
876,hard_mass_casualty,0.0872,60,-0.6209,0.02423
877,easy_small_clinic,0.0869,20,1.47,0.019949
878,medium_busy_opd,0.0866,40,2.7849,0.002209
879,hard_mass_casualty,0.0863,60,-6.0298,0.03811
880,easy_small_clinic,0.086,20,1.9875,0.023232
881,medium_busy_opd,0.0857,40,-3.5942,0.037173
882,hard_mass_casualty,0.0854,60,1.947,0.009572
883,easy_small_clinic,0.0851,20,1.93,0.042865
884,medium_busy_opd,0.0848,40,2.7849,0.001902
885,hard_mass_casualty,0.0845,60,-2.3234,0.010121
886,easy_small_clinic,0.0842,20,2.1675,0.005851
887,medium_busy_opd,0.0839,40,3.5221,0.017246
888,hard_mass_casualty,0.0836,60,0.014,0.01967
889,easy_small_clinic,0.0833,20,1.597,0.026365
890,medium_busy_opd,0.083,40,2.6078,0.014836
891,hard_mass_casualty,0.0827,60,-10.1325,0.097336
892,easy_small_clinic,0.0824,20,1.59,0.03621
893,medium_busy_opd,0.0821,40,-3.5301,0.051771
894,hard_mass_casualty,0.0818,60,-4.781,0.020496
895,easy_small_clinic,0.0815,20,1.895,0.002317
896,medium_busy_opd,0.0812,40,2.8699,0.000466
897,hard_mass_casualty,0.0809,60,-2.5312,0.026473
898,easy_small_clinic,0.0806,20,1.895,0.001996
899,medium_busy_opd,0.0803,40,0.2441,0.022752
900,hard_mass_casualty,0.08,60,0.0172,0.017707
901,easy_small_clinic,0.0797,20,1.97,0.048269
902,medium_busy_opd,0.0794,40,2.4882,0.01103
903,hard_mass_casualty,0.0791,60,-3.8019,0.031978
904,easy_small_clinic,0.0788,20,1.31,0.018641
905,medium_busy_opd,0.0785,40,3.0094,0.015859
906,hard_mass_casualty,0.0782,60,0.7452,0.023286
907,easy_small_clinic,0.0779,20,1.9175,0.061072
908,medium_busy_opd,0.0776,40,2.8699,0.000737
909,hard_mass_casualty,0.0773,60,0.3826,0.02644
910,easy_small_clinic,0.077,20,1.915,0.006176
911,medium_busy_opd,0.0767,40,2.6999,0.017486
912,hard_mass_casualty,0.0764,60,1.5691,0.015703
913,easy_small_clinic,0.0761,20,1.8125,0.017767
914,medium_busy_opd,0.0758,40,2.6582,0.009388
915,hard_mass_casualty,0.0755,60,-1.4933,0.020741
916,easy_small_clinic,0.0752,20,2.07,0.0488
917,medium_busy_opd,0.0749,40,2.7849,0.002512
918,hard_mass_casualty,0.0746,60,-8.6785,0.053056
919,easy_small_clinic,0.0743,20,1.47,0.015795
920,medium_busy_opd,0.074,40,2.8699,0.000575
921,hard_mass_casualty,0.0737,60,-1.9322,0.032321
922,easy_small_clinic,0.0734,20,1.895,0.003267
923,medium_busy_opd,0.0731,40,2.7849,0.003991
924,hard_mass_casualty,0.0728,60,-9.2392,0.102593
925,easy_small_clinic,0.0725,20,2.1575,0.042174
926,medium_busy_opd,0.0722,40,0.0599,0.010986
927,hard_mass_casualty,0.0719,60,1.5701,0.007362
928,easy_small_clinic,0.0716,20,1.865,0.005821
929,medium_busy_opd,0.0713,40,2.6149,0.010528
930,hard_mass_casualty,0.071,60,-0.7874,0.022141
931,easy_small_clinic,0.0707,20,1.895,0.002186
932,medium_busy_opd,0.0704,40,-2.1206,0.049516
933,hard_mass_casualty,0.0701,60,-1.9998,0.022966
934,easy_small_clinic,0.0698,20,1.945,0.016536
935,medium_busy_opd,0.0695,40,0.5049,0.012673
936,hard_mass_casualty,0.0692,60,-6.7835,0.055379
937,easy_small_clinic,0.0689,20,1.337,0.012853
938,medium_busy_opd,0.0686,40,1.1789,0.014192
939,hard_mass_casualty,0.0683,60,2.0554,0.010302
940,easy_small_clinic,0.068,20,1.895,0.001807
941,medium_busy_opd,0.0677,40,2.7849,0.001835
942,hard_mass_casualty,0.0674,60,2.1723,0.00998
943,easy_small_clinic,0.0671,20,1.525,0.012541
944,medium_busy_opd,0.0668,40,2.7849,0.002111
945,hard_mass_casualty,0.0665,60,0.8916,0.018938
946,easy_small_clinic,0.0662,20,1.485,0.007489
947,medium_busy_opd,0.0659,40,1.0199,0.006673
948,hard_mass_casualty,0.0656,60,2.358,0.015406
949,easy_small_clinic,0.0653,20,2.1325,0.018771
950,medium_busy_opd,0.065,40,1.4099,0.006202
951,hard_mass_casualty,0.0647,60,-6.2543,0.030149
952,easy_small_clinic,0.0644,20,1.525,0.008175
953,medium_busy_opd,0.0641,40,2.6149,0.008972
954,hard_mass_casualty,0.0638,60,0.4117,0.0118
955,easy_small_clinic,0.0635,20,2.045,0.047649
956,medium_busy_opd,0.0632,40,2.7849,0.003314
957,hard_mass_casualty,0.0629,60,0.067,0.012361
958,easy_small_clinic,0.0626,20,1.0125,0.031738
959,medium_busy_opd,0.0623,40,2.8699,0.004308
960,hard_mass_casualty,0.062,60,-0.8835,0.014881
961,easy_small_clinic,0.0617,20,1.62,0.009398
962,medium_busy_opd,0.0614,40,-0.4365,0.044403
963,hard_mass_casualty,0.0611,60,1.8903,0.00836
964,easy_small_clinic,0.0608,20,1.865,0.00664
965,medium_busy_opd,0.0605,40,1.3999,0.007881
966,hard_mass_casualty,0.0602,60,0.6938,0.0197
967,easy_small_clinic,0.0599,20,1.525,0.006679
968,medium_busy_opd,0.0596,40,0.4849,0.011236
969,hard_mass_casualty,0.0593,60,0.982,0.012397
970,easy_small_clinic,0.059,20,2.1955,0.022031
971,medium_busy_opd,0.0587,40,2.6149,0.008082
972,hard_mass_casualty,0.0584,60,-4.4637,0.020132
973,easy_small_clinic,0.0581,20,1.895,0.001374
974,medium_busy_opd,0.0578,40,2.7849,0.001605
975,hard_mass_casualty,0.0575,60,-0.0388,0.01909
