step,loss
358,10.75350000
359,10.76300000
360,10.76410000
361,10.76160000
362,10.76290000
363,10.76230000
364,10.76340000
365,10.76370000
366,10.76390000
367,10.76400000
368,10.76420000
369,10.75650000
370,10.76260000
371,10.76270000
372,10.76320000
373,10.76290000
374,10.75430000
375,10.76250000
376,10.73730000
377,10.75430000
378,10.76010000
379,10.76350000
380,10.73770000
381,10.76190000
382,10.75930000
383,10.76080000
384,10.76210000
385,10.76260000
386,10.76110000
387,10.76220000
388,10.76180000
389,10.75960000
390,10.76200000
391,10.76070000
392,10.75930000
393,10.76170000
394,10.76170000
395,10.75950000
396,10.73940000
397,10.75280000
398,10.73540000
399,10.75980000
400,10.75190000
401,10.75890000
402,10.75820000
403,10.75760000
404,10.76060000
405,10.76100000
406,10.75890000
407,10.75970000
408,10.76000000
409,10.74990000
410,10.75490000
411,10.74500000
412,10.75570000
413,10.74930000
414,10.76010000
415,10.75080000
416,10.73320000
417,10.75100000
418,10.74980000
419,10.75840000
420,10.75930000
421,10.75880000
422,10.75770000
423,10.75770000
424,10.75890000
425,10.75840000
426,10.75730000
427,10.75690000
428,10.75720000
429,10.75660000
430,10.75810000
431,10.75550000
432,10.75710000
433,10.75740000
434,10.75780000
435,10.75720000
436,10.75290000
437,10.74930000
438,10.75600000
439,10.74900000
440,10.75790000
441,10.74780000
442,10.75600000
443,10.74740000
444,10.75710000
445,10.75650000
446,10.75600000
447,10.75640000
448,10.75680000
449,10.75530000
450,10.75610000
451,10.75660000
452,10.75650000
453,10.75490000
454,10.75670000
455,10.75170000
456,10.75650000
457,10.73080000
458,10.75490000
459,10.75540000
460,10.75330000
461,10.75590000
462,10.75450000
463,10.75110000
464,10.74670000
465,10.75380000
466,10.75270000
467,10.73500000
468,10.75550000
469,10.75300000
470,10.74620000
471,10.75370000
472,10.75390000
473,10.73460000
474,10.75290000
475,10.75440000
476,10.73750000
477,10.74610000
478,10.75400000
479,10.75280000
480,10.75340000
481,10.75430000
482,10.74520000
483,10.75390000
484,10.75400000
485,10.74560000
486,10.75290000
487,10.75350000
488,10.74490000
489,10.74280000
490,10.75190000
491,10.75170000
492,10.72690000
493,10.75230000
494,10.74540000
495,10.75130000
496,10.75240000
497,10.75110000
498,10.74500000
499,10.75220000
500,10.74800000
501,10.74520000
502,10.75220000
503,10.75290000
504,10.74190000
505,10.74920000
506,10.74180000
507,10.75100000
508,10.74580000
509,10.74610000
510,10.74940000
511,10.74900000
512,10.74070000
513,10.74530000
514,10.75120000
515,10.74400000
516,10.74820000
517,10.74220000
518,10.74080000
519,10.75160000
520,10.75100000
521,10.75090000
522,10.75020000
523,10.75100000
524,10.73600000
525,10.74950000
526,10.74460000
527,10.72490000
528,10.74860000
529,10.74740000
530,10.75080000
531,10.74690000
532,10.74970000
533,10.75020000
534,10.74150000
535,10.74900000
536,10.74910000
537,10.74140000
538,10.74900000
539,10.74940000
540,10.74960000
541,10.74810000
542,10.72290000
543,10.74540000
544,10.74160000
545,10.74660000
546,10.73830000
547,10.74830000
548,10.74810000
549,10.74850000
550,10.74810000
551,10.74700000
552,10.74810000
553,10.74840000
554,10.74550000
555,10.74540000
556,10.74740000
557,10.74060000
558,10.74540000
559,10.74000000
560,10.74570000
561,10.74680000
562,10.74480000
563,10.74760000
564,10.73990000
565,10.72480000
566,10.74730000
567,10.74710000
568,10.74700000
569,10.74440000
570,10.74410000
571,10.73630000
572,10.73900000
573,10.73590000
574,10.74070000
575,10.74210000
576,10.74360000
577,10.74590000
578,10.74490000
579,10.73540000
580,10.74600000
581,10.74220000
582,10.74610000
583,10.74500000
584,10.74590000
585,10.73730000
586,10.74540000
587,10.73460000
588,10.74530000
589,10.74530000
590,10.74020000
591,10.73420000
592,10.74490000
593,10.74490000
594,10.74480000
595,10.74510000
596,10.74530000
597,10.73630000
598,10.74210000
599,10.73550000
600,10.74390000
601,10.72840000
602,10.74180000
603,10.73960000
604,10.73690000
605,10.73880000
606,10.73590000
607,10.74360000
608,10.74270000
609,10.74380000
610,10.74220000
611,10.74360000
612,10.74380000
613,10.74370000
614,10.74190000
615,10.74310000
616,10.73480000
617,10.73500000
618,10.73200000
619,10.74200000
620,10.74130000
621,10.74250000
622,10.74190000
623,10.74170000
624,10.73900000
625,10.74000000
626,10.74100000
627,10.74070000
628,10.74140000
629,10.74010000
630,10.73910000
631,10.74180000
632,10.74180000
633,10.73100000
634,10.72700000
635,10.73980000
636,10.74100000
637,10.74000000
638,10.73640000
639,10.74140000
640,10.74110000
641,10.74120000
642,10.74150000
643,10.74110000
644,10.74040000
645,10.74040000
646,10.73960000
647,10.74100000
648,10.74100000
649,10.73960000
650,10.74010000
651,10.73940000
652,10.74060000
653,10.73900000
654,10.73970000
655,10.73990000
656,10.73600000
657,10.74010000
658,10.73720000
659,10.71350000
660,10.73970000
661,10.73810000
662,10.73810000
663,10.73690000
664,10.73740000
665,10.73960000
666,10.73610000
667,10.73940000
668,10.73930000
669,10.73910000
670,10.73890000
671,10.73730000
672,10.73620000
673,10.73110000
674,10.73330000
675,10.72310000
676,10.73710000
677,10.73680000
678,10.73290000
679,10.72950000
680,10.73580000
681,10.72990000
682,10.73850000
683,10.73820000
684,10.73020000
685,10.73720000
686,10.73750000
687,10.73600000
688,10.73770000
689,10.72950000
690,10.73720000
691,10.73770000
692,10.73740000
693,10.72680000
694,10.73560000
695,10.72870000
696,10.73730000
697,10.73740000
698,10.73580000
699,10.73530000
700,10.73530000
701,10.73480000
702,10.73560000
703,10.73640000
704,10.73140000
705,10.72780000
706,10.73440000
707,10.73590000
708,10.72840000
709,10.73620000
710,10.73630000
711,10.73620000
712,10.73470000
713,10.72650000
714,10.73310000
715,10.73370000
716,10.72710000
717,10.72720000
718,10.73360000
719,10.73530000
720,10.73340000
721,10.73410000
722,10.72700000
723,10.73360000
724,10.73350000
725,10.73360000
726,10.73460000
727,10.73460000
728,10.73320000
729,10.73260000
730,10.73280000
731,10.72400000
732,10.73330000
733,10.73300000
734,10.73190000
735,10.72590000
736,10.72990000
737,10.72320000
738,10.73240000
739,10.73340000
740,10.72580000
741,10.72230000
742,10.73050000
743,10.73340000
744,10.73210000
745,10.72980000
746,10.73040000
747,10.72800000
748,10.71380000
749,10.73290000
750,10.72420000
751,10.73100000
752,10.72460000
753,10.73180000
754,10.73020000
755,10.73200000
756,10.72880000
757,10.73210000
758,10.72980000
759,10.73260000
760,10.72390000
761,10.73180000
762,10.71290000
763,10.72540000
764,10.72360000
765,10.73010000
766,10.72340000
767,10.73050000
768,10.72310000
769,10.73100000
770,10.72960000
771,10.73030000
772,10.72320000
773,10.72310000
774,10.73160000
775,10.72230000
776,10.73100000
777,10.72800000
778,10.72960000
779,10.72550000
780,10.72140000
781,10.73040000
782,10.72950000
783,10.72820000
784,10.72920000
785,10.72930000
786,10.72830000
787,10.72700000
788,10.72300000
789,10.72870000
790,10.72030000
791,10.72890000
792,10.72160000
793,10.72830000
794,10.72980000
795,10.72780000
796,10.71860000
797,10.72810000
798,10.72950000
799,10.72380000
800,10.72660000
801,10.72900000
802,10.72800000
803,10.71790000
804,10.72700000
805,10.72940000
806,10.72890000
807,10.72680000
808,10.72900000
809,10.72050000
810,10.72700000
811,10.72800000
812,10.72820000
813,10.72800000
814,10.72860000
815,10.72610000
816,10.72760000
817,10.71880000
818,10.72580000
819,10.72600000
820,10.72730000
821,10.72660000
822,10.72610000
823,10.70840000
824,10.71760000
825,10.72700000
826,10.72570000
827,10.72610000
828,10.72670000
829,10.72450000
830,10.71680000
831,10.70130000
832,10.72670000
833,10.72540000
834,10.72600000
835,10.72690000
836,10.72660000
837,10.72540000
838,10.72480000
839,10.71820000
840,10.72560000
841,10.72520000
842,10.70720000
843,10.72340000
844,10.72530000
845,10.71550000
846,10.71700000
847,10.72440000
848,10.72440000
849,10.72040000
850,10.71930000
851,10.72250000
852,10.71700000
853,10.72510000
854,10.71520000
855,10.71670000
856,10.72120000
857,10.72260000
858,10.72420000
859,10.72330000
860,10.71650000
861,10.72210000
862,10.72190000
863,10.71620000
864,10.72450000
865,10.71590000
866,10.72410000
867,10.72300000
868,10.71620000
869,10.72120000
870,10.72160000
871,10.72260000
872,10.71760000
873,10.72360000
874,10.71610000
875,10.71550000
876,10.71810000
877,10.71840000
878,10.71500000
879,10.72360000
880,10.72040000
881,10.72210000
882,10.71530000
883,10.72160000
884,10.71970000
885,10.71490000
886,10.72260000
887,10.72190000
888,10.72050000
889,10.72110000
890,10.71480000
891,10.71460000
892,10.72210000
893,10.72240000
894,10.71580000
895,10.72200000
896,10.71820000
897,10.72210000
898,10.71900000
899,10.72050000
900,10.72070000
901,10.72090000
902,10.72130000
903,10.71920000
904,10.72030000
905,10.72140000
906,10.72040000
907,10.72160000
908,10.71190000
909,10.71250000
910,10.72080000
911,10.71940000
912,10.72110000
913,10.72030000
914,10.71580000
915,10.71910000
916,10.71290000
917,10.72070000
918,10.72010000
919,10.71870000
920,10.72030000
921,10.71920000
922,10.71900000
923,10.71900000
924,10.71670000
925,10.71230000
926,10.71200000
927,10.71940000
928,10.71430000
929,10.71420000
930,10.71170000
931,10.70930000
932,10.71970000
933,10.71230000
934,10.71930000
935,10.71170000
936,10.70930000
937,10.71440000
938,10.71820000
939,10.71920000
940,10.71790000
941,10.70860000
942,10.71960000
943,10.71890000
944,10.71830000
945,10.71840000
946,10.71880000
947,10.71830000
948,10.71780000
949,10.71710000
950,10.71800000
951,10.71710000
952,10.70820000
953,10.71710000
954,10.71790000
955,10.71820000
956,10.71780000
957,10.70940000
958,10.71660000
959,10.70990000
960,10.71180000
961,10.70970000
962,10.70890000
963,10.71610000
964,10.71460000
965,10.71570000
966,10.71780000
967,10.71700000
968,10.71690000
969,10.71050000
970,10.71400000
971,10.71570000
972,10.71540000
973,10.71590000
974,10.71580000
975,10.71620000
976,10.71050000
977,10.71610000
978,10.71480000
979,10.71490000
980,10.71620000
981,10.71410000
982,10.71490000
983,10.70630000
984,10.70590000
985,10.71600000
986,10.69060000
987,10.70780000
988,10.71430000
989,10.71430000
990,10.71540000
991,10.71060000
992,10.70710000
993,10.70520000
994,10.71380000
995,10.71230000
996,10.70930000
997,10.71260000
998,10.71240000
999,10.70690000
1000,10.70800000
1001,10.71480000
1002,10.71290000
1003,10.70430000
1004,10.71260000
1005,10.71350000
1006,10.71420000
1007,10.71320000
1008,10.71250000
1009,10.71320000
1010,10.71200000
1011,10.70910000
1012,10.71260000
1013,10.71310000
1014,10.71100000
1015,10.70840000
1016,10.71260000
1017,10.71390000
1018,10.70570000
1019,10.71220000
1020,10.70740000
1021,10.71340000
1022,10.71300000
1023,10.71200000
1024,10.70300000
1025,10.70530000
1026,10.71340000
1027,10.71270000
1028,10.70530000
1029,10.70660000
1030,10.68770000
1031,10.70510000
1032,10.71140000
1033,10.71140000
1034,10.71210000
1035,10.71010000
1036,10.68770000
1037,10.70430000
1038,10.71090000
1039,10.70900000
1040,10.71070000
1041,10.70930000
1042,10.71200000
1043,10.71130000
1044,10.71070000
1045,10.70440000
1046,10.70210000
1047,10.70700000
1048,10.71170000
1049,10.71050000
1050,10.70860000
1051,10.70320000
1052,10.70370000
1053,10.70930000
1054,10.70510000
1055,10.70960000
1056,10.69220000
1057,10.71050000
1058,10.71090000
1059,10.71080000
1060,10.71120000
1061,10.71070000
1062,10.70890000
1063,10.70910000
1064,10.70820000
1065,10.70850000
1066,10.70960000
1067,10.71020000
1068,10.70880000
1069,10.70890000
1070,10.70470000
1071,10.70860000
1072,10.70460000
1073,10.70460000
1074,10.70390000
1075,10.70780000
1076,10.70900000
1077,10.71030000
1078,10.71020000
1079,10.70780000
1080,10.70410000
1081,10.70930000
1082,10.70890000
1083,10.70730000
1084,10.70820000
1085,10.70130000
1086,10.70110000
1087,10.70460000
1088,10.70950000
1089,10.70740000
1090,10.70780000
1091,10.70780000
1092,10.70760000
1093,10.70750000
1094,10.70710000
1095,10.70740000
1096,10.70870000
1097,10.70830000
1098,10.70860000
1099,10.70000000
1100,10.70740000
1101,10.70280000
1102,10.70670000
1103,10.70760000
1104,10.70800000
1105,10.70690000
1106,10.69760000
1107,10.70250000
1108,10.69980000
1109,10.69910000
1110,10.70620000
1111,10.69960000
1112,10.70320000
1113,10.70630000
1114,10.69910000
1115,10.70700000
1116,10.69750000
1117,10.70650000
1118,10.70710000
1119,10.69940000
1120,10.70560000
1121,10.70630000
1122,10.70630000
1123,10.70630000
1124,10.70410000
1125,10.69620000
1126,10.70440000
1127,10.70110000
1128,10.70600000
1129,10.69670000
1130,10.70570000
1131,10.69600000
1132,10.70350000
1133,10.69640000
1134,10.70340000
1135,10.70590000
1136,10.70590000
1137,10.69760000
1138,10.70350000
1139,10.70480000
1140,10.70350000
1141,10.70430000
1142,10.70200000
1143,10.70510000
1144,10.70500000
1145,10.70430000
1146,10.70400000
1147,10.70370000
1148,10.69700000
1149,10.70370000
1150,10.69760000
1151,10.70220000
1152,10.70520000
1153,10.70370000
1154,10.70340000
1155,10.70460000
1156,10.70420000
1157,10.69650000
1158,10.70320000
1159,10.70170000
1160,10.70480000
1161,10.70450000
1162,10.70310000
1163,10.70320000
1164,10.69630000
1165,10.70400000
1166,10.69610000
1167,10.69420000
1168,10.69700000
1169,10.70390000
1170,10.70220000
1171,10.69500000
1172,10.70000000
1173,10.69600000
1174,10.70150000
1175,10.70160000
1176,10.70320000
1177,10.70360000
1178,10.70130000
1179,10.69500000
1180,10.70230000
1181,10.70150000
1182,10.70300000
1183,10.70210000
1184,10.70260000
1185,10.70130000
1186,10.70160000
1187,10.70170000
1188,10.70250000
1189,10.70170000
1190,10.69580000
1191,10.69230000
1192,10.70120000
1193,10.70200000
1194,10.70130000
1195,10.70170000
1196,10.69430000
1197,10.70240000
1198,10.70070000
1199,10.69330000
1200,10.70060000
1201,10.69340000
1202,10.69220000
1203,10.68280000
1204,10.69410000
1205,10.70070000
1206,10.70030000
1207,10.69600000
1208,10.70010000
1209,10.69330000
1210,10.70110000
1211,10.69970000
1212,10.70000000
1213,10.70040000
1214,10.70110000
1215,10.70110000
1216,10.67650000
1217,10.69840000
1218,10.70090000
1219,10.69560000
1220,10.69080000
1221,10.69640000
1222,10.69170000
1223,10.69590000
1224,10.69240000
1225,10.69790000
1226,10.69990000
1227,10.69890000
1228,10.69970000
1229,10.70030000
1230,10.69880000
1231,10.69980000
1232,10.68120000
1233,10.69990000
1234,10.69740000
1235,10.69740000
1236,10.69950000
1237,10.69970000
1238,10.69490000
1239,10.69410000
1240,10.69420000
1241,10.69880000
1242,10.69810000
1243,10.69890000
1244,10.69180000
1245,10.69800000
1246,10.69740000
1247,10.69040000
1248,10.69780000
1249,10.68900000
1250,10.69690000
1251,10.69720000
1252,10.69900000
1253,10.69050000
1254,10.69820000
1255,10.69750000
1256,10.69810000
1257,10.69230000
1258,10.69760000
1259,10.69670000
1260,10.69690000
1261,10.69700000
1262,10.69600000
1263,10.69660000
1264,10.68950000
1265,10.69810000
1266,10.69740000
1267,10.69780000
1268,10.69740000
1269,10.69640000
1270,10.69580000
1271,10.69630000
1272,10.69730000
1273,10.69450000
1274,10.69580000
1275,10.68940000
1276,10.69610000
1277,10.69720000
1278,10.68740000
1279,10.69200000
1280,10.69720000
1281,10.69050000
1282,10.69220000
1283,10.69570000
1284,10.69540000
1285,10.68960000
1286,10.68850000
1287,10.69560000
1288,10.69520000
1289,10.69660000
1290,10.69560000
1291,10.69460000
1292,10.69060000
1293,10.69490000
1294,10.67430000
1295,10.69320000
1296,10.69570000
1297,10.68590000
1298,10.69470000
1299,10.69320000
1300,10.69490000
1301,10.69480000
1302,10.68760000
1303,10.68830000
1304,10.69460000
1305,10.69380000
1306,10.69540000
1307,10.68750000
1308,10.69020000
1309,10.69430000
1310,10.69430000
1311,10.69410000
1312,10.69350000
1313,10.68710000
1314,10.68690000
1315,10.69380000
1316,10.69160000
1317,10.69370000
1318,10.69270000
1319,10.69150000
1320,10.69340000
1321,10.69230000
1322,10.69420000
1323,10.66940000
1324,10.68810000
1325,10.69220000
1326,10.68680000
1327,10.68680000
1328,10.69380000
1329,10.69400000
1330,10.68450000
1331,10.68820000
1332,10.68890000
1333,10.69240000
1334,10.68460000
1335,10.68600000
1336,10.69340000
1337,10.69090000
1338,10.69360000
1339,10.68750000
1340,10.69100000
1341,10.69350000
1342,10.69310000
1343,10.68370000
1344,10.68530000
1345,10.68600000
1346,10.69130000
1347,10.69300000
1348,10.69290000
1349,10.69260000
1350,10.69170000
1351,10.69150000
1352,10.67830000
1353,10.69150000
1354,10.68470000
1355,10.68480000
1356,10.69090000
1357,10.69230000
1358,10.69080000
1359,10.69230000
1360,10.68320000
1361,10.69120000
1362,10.68350000
1363,10.69190000
1364,10.69200000
1365,10.69200000
1366,10.68670000
1367,10.68230000
1368,10.69170000
1369,10.68140000
1370,10.68390000
1371,10.69030000
1372,10.69100000
1373,10.69130000
1374,10.69130000
1375,10.66630000
1376,10.69040000
1377,10.68350000
1378,10.68330000
1379,10.69110000
1380,10.69030000
1381,10.68560000
1382,10.68470000
1383,10.68250000
1384,10.68850000
1385,10.68860000
1386,10.69080000
1387,10.69080000
1388,10.68960000
1389,10.68230000
1390,10.68780000
1391,10.69030000
1392,10.68800000
1393,10.68470000
1394,10.68920000
1395,10.68770000
1396,10.69030000
1397,10.68950000
1398,10.68990000
1399,10.68740000
1400,10.68840000
1401,10.68910000
1402,10.68930000
1403,10.68960000
1404,10.67980000
1405,10.68890000
1406,10.68870000
1407,10.68850000
1408,10.68750000
1409,10.68780000
1410,10.68900000
1411,10.68780000
1412,10.68820000
1413,10.68950000
1414,10.68110000
1415,10.68930000
1416,10.68930000
1417,10.68780000
1418,10.68770000
1419,10.68910000
1420,10.68940000
1421,10.67920000
1422,10.68780000
1423,10.68750000
1424,10.68760000
1425,10.68780000
1426,10.68740000
1427,10.68820000
1428,10.67830000
1429,10.68840000
1430,10.68820000
1431,10.68780000
1432,10.68640000
1433,10.68680000
1434,10.68540000
1435,10.68790000
1436,10.68380000
1437,10.68790000
1438,10.68700000
1439,10.68390000
1440,10.68810000
1441,10.68530000
1442,10.68710000
1443,10.68230000
1444,10.68810000
1445,10.68140000
1446,10.68610000
1447,10.68650000
1448,10.66180000
1449,10.68580000
1450,10.68620000
1451,10.68150000
1452,10.68590000
1453,10.68510000
1454,10.68600000
1455,10.68370000
1456,10.68590000
1457,10.68520000
1458,10.68590000
1459,10.68660000
1460,10.67620000
1461,10.68100000
1462,10.68640000
1463,10.68510000
1464,10.68470000
1465,10.68140000
1466,10.68610000
1467,10.67130000
1468,10.68610000
1469,10.68300000
1470,10.68050000
1471,10.68350000
1472,10.68430000
1473,10.68320000
1474,10.68460000
1475,10.68550000
1476,10.68060000
1477,10.68470000
1478,10.68460000
1479,10.68440000
1480,10.68450000
1481,10.68460000
1482,10.68360000
1483,10.67730000
1484,10.66850000
1485,10.67730000
1486,10.68520000
1487,10.68420000
1488,10.68350000
1489,10.68390000
1490,10.67870000
1491,10.68440000
1492,10.68340000
1493,10.68360000
1494,10.67960000
1495,10.68340000
1496,10.68460000
1497,10.67680000
1498,10.68250000
1499,10.67490000
1500,10.68290000
1501,10.68420000
1502,10.68330000
1503,10.68190000
1504,10.68130000
1505,10.68260000
1506,10.68300000
1507,10.67590000
1508,10.67400000
1509,10.68420000
1510,10.68250000
1511,10.68230000
1512,10.67800000
1513,10.68400000
1514,10.68190000
1515,10.68230000
1516,10.68260000
1517,10.68340000
1518,10.68050000
1519,10.68230000
1520,10.67480000
1521,10.67510000
1522,10.68310000
1523,10.67570000
1524,10.68310000
1525,10.68180000
1526,10.68090000
1527,10.68040000
1528,10.68220000
1529,10.68200000
1530,10.68270000
1531,10.68130000
1532,10.68130000
1533,10.68210000
1534,10.68220000
1535,10.68160000
1536,10.68250000
1537,10.68140000
1538,10.68130000
1539,10.65830000
1540,10.68050000
1541,10.68000000
1542,10.68190000
1543,10.68150000
1544,10.68110000
1545,10.67910000
1546,10.68050000
1547,10.67410000
1548,10.67540000
1549,10.68190000
1550,10.67930000
1551,10.68120000
1552,10.67610000
1553,10.68020000
1554,10.67420000
1555,10.67780000
1556,10.67990000
1557,10.67140000
1558,10.68010000
1559,10.67930000
1560,10.67970000
1561,10.67960000
1562,10.67840000
1563,10.67280000
1564,10.67980000
1565,10.67810000
1566,10.68070000
1567,10.68090000
1568,10.67840000
1569,10.68090000
1570,10.65610000
1571,10.67340000
1572,10.67830000
1573,10.67970000
1574,10.66990000
1575,10.67090000
1576,10.67280000
1577,10.68020000
1578,10.68020000
1579,10.67040000
1580,10.67620000
1581,10.67030000
1582,10.67940000
1583,10.68010000
1584,10.67780000
1585,10.67210000
1586,10.67840000
1587,10.67180000
1588,10.67830000
1589,10.67330000
1590,10.66920000
1591,10.67940000
1592,10.67920000
1593,10.67790000
1594,10.67050000
1595,10.67930000
1596,10.67640000
1597,10.67810000
1598,10.67930000
1599,10.67410000
1600,10.67890000
1601,10.66930000
1602,10.67150000
1603,10.67720000
1604,10.67880000
1605,10.67110000
1606,10.67720000
1607,10.67150000
1608,10.67680000
1609,10.67860000
1610,10.67070000
1611,10.67420000
1612,10.67710000
1613,10.67010000
1614,10.67050000
1615,10.67830000
1616,10.67720000
1617,10.67640000
1618,10.67790000
1619,10.67450000
1620,10.67000000
1621,10.67670000
1622,10.67660000
1623,10.67610000
1624,10.67740000
1625,10.66050000
1626,10.67590000
1627,10.67560000
1628,10.67500000
1629,10.67590000
1630,10.67540000
1631,10.67260000
1632,10.67790000
1633,10.67730000
1634,10.67590000
1635,10.67510000
1636,10.67670000
1637,10.67710000
1638,10.67470000
1639,10.66890000
1640,10.66940000
1641,10.67670000
1642,10.67570000
1643,10.66860000
1644,10.67610000
1645,10.66930000
1646,10.67450000
1647,10.67650000
1648,10.66860000
1649,10.67550000
1650,10.65810000
1651,10.67520000
1652,10.67600000
1653,10.67600000
1654,10.67390000
1655,10.67540000
1656,10.67610000
1657,10.66840000
1658,10.67400000
1659,10.67510000
1660,10.67550000
1661,10.67480000
1662,10.67480000
1663,10.67070000
1664,10.67320000
1665,10.66840000
